,unified_id,ident,gps_code,latitude_deg,longitude_deg,timezone
37620,K1B2,K1B2,1B2,41.358299,-70.524399,America/New_York
37621,K1B6,K1B6,K1B6,42.106499,-71.510101,America/New_York
37622,K1B9,K1B9,1B9,42.0000991821,-71.1968002319,America/New_York
37623,K1BT,K1BT,K1BT,37.919055,-90.57525,America/Chicago
37624,K1C1,K1C1,K1C1,40.449001,-88.127701,America/Chicago
37625,K1C5,K1C5,K1C5,41.6959991455,-88.12920379639999,America/Chicago
37626,K1D1,K1D1,K1D1,45.23049927,-96.56600189,America/Chicago
37627,K1D3,K1D3,1D3,43.404665,-98.830453,America/Chicago
37628,K1D7,K1D7,K1D7,45.292611,-97.511359,America/Chicago
37629,K1D8,K1D8,1D8,44.856176,-98.531284,America/Chicago
37630,K1F0,K1F0,,34.1469993591,-97.1227035522,America/Chicago
37631,K1F4,K1F4,K1F4,34.14039993286133,-96.81199645996094,America/Chicago
37632,K1F5,K1F5,1F5,39.367176,-100.441338,America/Chicago
37633,K1G0,K1G0,K1G0,41.390999,-83.630096,America/New_York
37634,K1G1,K1G1,K1G1,41.33150100708008,-82.10030364990234,America/New_York
37635,K1G3,K1G3,K1G3,41.151402,-81.4151,America/New_York
37636,K1G4,K1G4,K1G4,35.985787,-113.817072,America/Phoenix
37637,K1G5,K1G5,K1G5,41.13189,-81.767368,America/New_York
37638,K1H0,K1H0,K1H0,38.726799,-90.508301,America/Chicago
37639,K1H2,K1H2,K1H2,39.0704,-88.533501,America/Chicago
37640,K1H3,K1H3,K1H3,38.471583,-91.817293,America/Chicago
37641,K1H5,K1H5,K1H5,36.98960113525391,-91.9541015625,America/Chicago
37642,K1H8,K1H8,K1H8,39.302502,-88.004097,America/Chicago
37643,K1I5,K1I5,K1I5,42.3643,-74.066002,America/New_York
37644,K1J0,K1J0,KBCR,30.843879,-85.601773,America/Chicago
37645,K1K2,K1K2,K1K2,34.849300384521484,-97.58529663085938,America/Chicago
37646,K1K4,K1K4,K1K4,35.155102,-97.470398,America/Chicago
37647,K1K7,K1K7,K1K7,37.580518,-95.837184,America/Chicago
37648,K1K9,K1K9,K1K9,37.456667,-100.984664,America/Chicago
37649,K1L0,K1L0,KAPS,30.087,-90.582602,America/Chicago
37650,K1L1,K1L1,K1L1,37.787122,-114.420044,America/Los_Angeles
37651,K1L3,K1L3,K1L3,35.44440078735352,-114.90899658203124,America/Los_Angeles
37652,K1L7,K1L7,K1L7,37.74530029296875,-111.56999969482422,America/Denver
37653,K1L8,K1L8,K1L8,37.138901,-113.306,America/Denver
37654,K1L9,K1L9,K1L9,37.85969924926758,-112.81600189208984,America/Denver
37655,K1M2,K1M2,K1M2,33.145207,-90.51526,America/Chicago
37656,K1M4,K1M4,K1M4,34.2803,-87.600403,America/Chicago
37657,K1M5,K1M5,K1M5,36.592681,-86.476936,America/Chicago
37658,K1M9,K1M9,1M9,36.8177986145,-87.90750122070001,America/Chicago
37659,K1MO,K1MO,K1MO,37.12070083618164,-92.31120300292967,America/Chicago
37660,K1N1,K1N1,1N1,35.094501,-106.167,America/Denver
37661,K1N7,K1N7,1N7,40.9711,-74.997498,America/New_York
37662,K1O1,K1O1,K1O1,34.23759841918945,-98.74199676513672,America/Chicago
37663,K1O2,K1O2,1O2,38.9906005859,-122.901000977,America/Los_Angeles
37664,K1O3,K1O3,K1O3,38.20240021,-121.2679977,America/Los_Angeles
37665,K1O4,K1O4,K1O4,35.733455,-98.730575,America/Chicago
37666,K1O5,K1O5,K1O5,41.7304000854,-122.54599762,America/Los_Angeles
37667,K1O8,K1O8,K1O8,34.45859909057617,-99.17130279541016,America/Chicago
37668,K1Q2,K1Q2,K1Q2,40.650169,-120.768524,America/Los_Angeles
37669,K1Q4,K1Q4,K1Q4,37.6791,-121.300003,America/Los_Angeles
37670,K1R1,K1R1,K1R1,31.666903,-92.157722,America/Chicago
37671,K1R3,K1R3,K1R3,32.867564,-79.906125,America/New_York
37672,K1R4,K1R4,K1R4,31.126399993896484,-92.50140380859376,America/Chicago
37673,K1R7,K1R7,K1R7,31.605801,-90.409302,America/Chicago
37674,K1R8,K1R8,K1R8,30.870321,-87.819298,America/Chicago
37675,K1S3,K1S3,K1S3,46.271099,-106.624001,America/Denver
37676,K1S5,K1S5,K1S5,46.32709885,-119.9700012,America/Los_Angeles
37677,K1S9,K1S9,,48.314098,-117.742995,America/Los_Angeles
37678,K1T7,K1T7,,29.811536,-98.425777,America/Chicago
37679,K1U2,K1U2,K1U2,43.8482017517,-112.499000549,America/Boise
37680,K1U7,K1U7,K1U7,42.2472,-111.337997,America/Boise
37681,K1V0,K1V0,,36.808168,-107.653077,America/Denver
37682,K1V2,K1V2,1V2,42.010036,-101.77007,America/Denver
37683,K1V6,K1V6,K1V6,38.429739,-105.108562,America/Denver
37684,K1V8,K1V8,K1V8,37.785399,-106.047632,America/Denver
37685,K1WA,K1WA,K1WA,48.972222,-119.439444,America/Los_Angeles
37686,K1X1,K1X1,1X1,36.1059,-100.0257,America/Chicago
37687,K20A,K20A,K20A,33.971183,-86.380518,America/Chicago
37688,K20M,K20M,K20M,33.13349914550781,-88.53559875488281,America/Chicago
37689,K20N,K20N,K20N,41.985298,-73.964104,America/New_York
37690,K20R,K20R,K20R,28.697799682617188,-99.81780242919922,America/Chicago
37691,K20U,K20U,K20U,46.925201,-103.982002,America/Denver
37692,K20V,K20V,K20V,40.05341,-106.369078,America/Denver
37693,K21,K21,,44.991699,-73.363073,America/New_York
37694,K21D,K21D,K21D,44.99750137,-92.85569763,America/Chicago
37695,K21F,K21F,K21F,33.228699,-98.146698,America/Chicago
37696,K22F,K22F,K22F,33.2293014526,-100.569000244,America/Chicago
37697,K22I,K22I,K22I,39.328098,-82.441803,America/New_York
37698,K22M,K22M,K22M,34.275901794433594,-89.03839874267578,America/Chicago
37699,K22N,K22N,K22N,40.809502,-75.761497,America/New_York
37700,K22S,K22S,K22S,42.717899322509766,-120.56300354003906,America/Los_Angeles
37701,K23,K23,KK23,42.629552,-74.890445,America/New_York
37702,K23M,K23M,,32.0849,-88.738897,America/Chicago
37703,K23R,K23R,K23R,29.138399124145508,-98.94190216064452,America/Chicago
37704,K24A,K24A,K24A,35.31740188598633,-83.20989990234375,America/New_York
37705,K24F,K24F,K24F,32.74599838256836,-94.3043975830078,America/Chicago
37706,K24J,K24J,K24J,30.3001,-83.024696,America/New_York
37707,K24N,K24N,K24N,36.82849884033203,-106.88400268554688,America/Denver
37708,K24R,K24R,K24R,28.68549919128418,-99.18920135498048,America/Chicago
37709,K25D,K25D,K25D,45.24769973754883,-92.99440002441406,America/Chicago
37710,K25J,K25J,25J,31.701711,-84.827055,America/New_York
37711,K25M,K25M,K25M,34.722301,-89.015099,America/Chicago
37712,K26,K26,K26,39.3114013671875,-93.50659942626952,America/Chicago
37713,K26A,K26A,K26A,33.284207,-85.80863,America/Chicago
37714,K26R,K26R,K26R,29.000999,-96.582001,America/Chicago
37715,K26U,K26U,,42.00953,-117.727261,America/Los_Angeles
37716,K27A,K27A,KEBA,34.095423,-82.817581,America/New_York
37717,K27K,K27K,K27K,38.234405,-84.434702,America/New_York
37718,K27R,K27R,K27R,30.8622,-100.611,America/Chicago
37719,K28J,K28J,K28J,29.6586,-81.688904,America/New_York
37720,K29,K29,K29,64.89790344240001,-163.70300293,America/Nome
37721,K29D,K29D,K29D,41.146,-80.167702,America/New_York
37722,K29M,K29M,9MI4,42.890722,-83.932223,America/Detroit
37723,K29S,K29S,K29S,45.0499,-110.747002,America/Denver
37724,K2A0,K2A0,K2A0,35.486198,-84.931099,America/New_York
37725,K2A1,K2A1,2A1,36.349701,-84.946701,America/Chicago
37726,K2A2,K2A2,K2A2,35.65069961547852,-92.40380096435548,America/Chicago
37727,K2A5,K2A5,K2A5,35.911800384521484,-79.61759948730469,America/New_York
37728,K2A6,K2A6,2A6,34.582401,-91.165199,America/Chicago
37729,K2B3,K2B3,K2B3,43.3881,-72.189301,America/New_York
37730,K2B7,K2B7,,44.768501,-69.374397,America/New_York
37731,K2C8,K2C8,K2C8,48.783798,-97.631897,America/Chicago
37732,K2CB,K2CB,,29.952499,-81.979698,America/New_York
37733,K2D5,K2D5,K2D5,46.173778,-98.079507,America/Chicago
37734,K2E3,K2E3,K2E3,36.1772,-101.694,America/Chicago
37735,K2E5,K2E5,KGDP,31.947599,-105.192001,America/Denver
37736,K2E7,K2E7,2E7,35.246157,-100.546875,America/Chicago
37737,K2F0,K2F0,,30.9057006836,-101.891998291,America/Chicago
37738,K2F1,K2F1,,35.233913,-100.185442,America/Chicago
37739,K2F4,K2F4,K2F4,33.176998138427734,-101.81999969482422,America/Chicago
37740,K2F5,K2F5,KLUV,32.756302,-101.919997,America/Chicago
37741,K2F7,K2F7,,33.2929,-95.8964,America/Chicago
37742,K2G1,K2G1,K2G1,41.66699981689453,-81.19719696044922,America/New_York
37743,K2G2,K2G2,K2G2,40.359402,-80.700104,America/New_York
37744,K2G4,K2G4,K2G4,39.580819,-79.33573,America/New_York
37745,K2G9,K2G9,K2G9,40.039101,-79.014603,America/New_York
37746,K2GC,K2GC,,34.8937,-78.843498,America/New_York
37747,K2H0,K2H0,2H0,39.4104003906,-88.8453979492,America/Chicago
37748,K2H2,K2H2,K2H2,36.962299,-93.695297,America/Chicago
37749,K2H9,K2H9,,48.665298,-99.853203,America/Chicago
37750,K2I0,K2I0,2I0,37.355868,-87.398205,America/Chicago
37751,K2I3,K2I3,2I3,37.610022,-86.507262,America/Chicago
37752,K2IS,K2IS,,26.735195,-81.051078,America/New_York
37753,K2J2,K2J2,K2J2,31.784599,-81.641197,America/New_York
37754,K2J3,K2J3,K2J3,32.98649978637695,-82.38569641113281,America/New_York
37755,K2J5,K2J5,K2J5,32.89360046386719,-81.96540069580078,America/New_York
37756,K2K3,K2K3,KJHN,37.583039,-101.733002,America/Chicago
37757,K2K4,K2K4,K2K4,34.892601,-99.528198,America/Chicago
37758,K2K7,K2K7,K2K7,37.43539810180664,-95.64610290527344,America/Chicago
37759,K2K9,K2K9,K2K9,35.83290100097656,-95.66739654541016,America/Chicago
37760,K2L0,K2L0,,31.341931,-92.4436,America/Chicago
37761,K2LA,K2LA,K2LA,30.610698,-91.441771,America/Chicago
37762,K2M0,K2M0,K2M0,37.115116,-87.857144,America/Chicago
37763,K2M2,K2M2,K2M2,35.234299,-87.257896,America/Chicago
37764,K2M4,K2M4,K2M4,32.354867,-89.48824,America/Chicago
37765,K2M8,K2M8,K2M8,35.278999,-89.931503,America/Chicago
37766,K2MO,K2MO,K2MO,37.06840133666992,-93.88490295410156,America/Chicago
37767,K2N4,K2N4,K2N4,42.736493,-76.486065,America/New_York
37768,K2O1,K2O1,,39.943902,-120.945,America/Los_Angeles
37769,K2O3,K2O3,,38.578499,-122.434998,America/Los_Angeles
37770,K2O6,K2O6,K2O6,37.11240005493164,-120.24700164794922,America/Los_Angeles
37771,K2O7,K2O7,K2O7,36.815383,-118.204463,America/Los_Angeles
37772,K2O8,K2O8,K2O8,35.50590134,-98.3423996,America/Chicago
37773,K2R0,K2R0,K2R0,31.645999908447266,-88.63480377197266,America/Chicago
37774,K2R1,K2R1,K2R1,29.899099349975582,-91.66600036621094,America/Chicago
37775,K2R2,K2R2,K2R2,39.7481,-86.473801,America/Indiana/Indianapolis
37776,K2R4,K2R4,K2R4,30.6376,-86.993698,America/Chicago
37777,K2R5,K2R5,K2R5,30.5019,-88.275101,America/Chicago
37778,K2R6,K2R6,K2R6,30.95669937133789,-92.23410034179688,America/Chicago
37779,K2R7,K2R7,K2R7,30.81940078735352,-90.1125030517578,America/Chicago
37780,K2R9,K2R9,,28.825001,-97.865601,America/Chicago
37781,K2RR,K2RR,K2RR,27.78219985961914,-81.2052993774414,America/New_York
37782,K2S4,K2S4,K2S4,46.9654006958,-119.066001892,America/Los_Angeles
37783,K2S7,K2S7,K2S7,42.57944,-121.879063,America/Los_Angeles
37784,K2S8,K2S8,K2S8,47.75419998168945,-118.74299621582033,America/Los_Angeles
37785,K2S9,K2S9,K2S9,46.697601,-123.822998,America/Los_Angeles
37786,K2T1,K2T1,K2T1,34.18510055541992,-102.64099884033205,America/Chicago
37787,K2V5,K2V5,K2V5,40.10029984,-102.2409973,America/Denver
37788,K2V6,K2V6,K2V6,40.104198,-102.712997,America/Denver
37789,K2W5,K2W5,K2W5,38.596572,-77.072639,America/New_York
37790,K2W6,K2W6,,38.315399,-76.550102,America/New_York
37791,K2Y4,K2Y4,K2Y4,42.387612,-94.618444,America/Chicago
37792,K30,K30,K30,43.18339920043945,-73.6332015991211,America/New_York
37793,K30K,K30K,30K,37.907001,-100.530998,America/Chicago
37794,K31,K31,K31,42.77840042114258,-74.57759857177734,America/New_York
37795,K31E,K31E,K31E,39.665401,-74.307899,America/New_York
37796,K32A,K32A,K32A,35.087002,-93.427498,America/Chicago
37797,K32S,K32S,K32S,46.525101,-114.053001,America/Denver
37798,K33J,K33J,K33J,31.052579,-85.868715,America/Chicago
37799,K33K,K33K,33K,37.909,-99.403099,America/Chicago
37800,K33M,K33M,K33M,34.16680145263672,-89.68620300292969,America/Chicago
37801,K33N,K33N,K33N,39.21874,-75.600424,America/New_York
37802,K33R,K33R,K33R,31.08489990234375,-95.16410064697266,America/Chicago
37803,K33S,K33S,K33S,47.12319946289063,-118.38999938964844,America/Los_Angeles
37804,K33U,K33U,K33U,40.917701721191406,-109.39099884033205,America/Denver
37805,K33V,K33V,K33V,40.750401,-106.271004,America/Denver
37806,K34,K34,K34,38.80690002441406,-94.9561996459961,America/Chicago
37807,K34M,K34M,K34M,36.485901,-90.015772,America/Chicago
37808,K34R,K34R,K34R,29.38999938964844,-96.9561004638672,America/Chicago
37809,K35A,K35A,K35A,34.687046,-81.64105,America/New_York
37810,K35D,K35D,K35D,42.53099823,-85.82510376,America/Detroit
37811,K35S,K35S,K35S,45.58940124511719,-120.67400360107422,America/Los_Angeles
37812,K36K,K36K,,37.969501,-101.254997,America/Chicago
37813,K36S,K36S,K36S,41.79069900512695,-123.38899993896484,America/Los_Angeles
37814,K37F,K37F,,33.468029,-99.586121,America/Chicago
37815,K37K,K37K,OK48,33.926011,-97.296292,America/Chicago
37816,K37T,K37T,K37T,36.164501,-92.144501,America/Chicago
37817,K37V,K37V,,40.341576,-99.907839,America/Chicago
37818,K38D,K38D,K38D,40.948101,-80.862099,America/New_York
37819,K38J,K38J,K38J,33.728599548339844,-79.51599884033203,America/New_York
37820,K38S,K38S,K38S,46.38819885,-112.7659988,America/Denver
37821,K38U,K38U,K38U,38.36249923706055,-111.59600067138672,America/Denver
37822,K39N,K39N,39N,40.3992004395,-74.6588973999,America/New_York
37823,K3A2,K3A2,K3A2,36.408919,-83.557076,America/New_York
37824,K3A4,K3A4,,35.942001,-79.685527,America/New_York
37825,K3A7,K3A7,K3A7,32.820346,-87.865065,America/Chicago
37826,K3AK,K3AK,,59.164434,-138.489398,America/Yakutat
37827,K3AU,K3AU,K3AU,37.6716,-97.077904,America/Chicago
37828,K3B0,K3B0,K3B0,42.10089874267578,-72.03839874267578,America/New_York
37829,K3B1,K3B1,K3B1,45.463001,-69.551598,America/New_York
37830,K3B4,K3B4,,43.14316,-70.773566,America/New_York
37831,K3B5,K3B5,K3B5,44.1889,-70.232903,America/New_York
37832,K3BS,K3BS,KIKW,43.663054,-84.258606,America/Detroit
37833,K3C8,K3C8,3NY8,40.9151,-72.791901,America/New_York
37834,K3CK,K3CK,K3CK,42.206799,-88.322998,America/Chicago
37835,K3CM,K3CM,K3CM,43.5469017,-83.89550018,America/Detroit
37836,K3CU,K3CU,K3CU,46.194199,-91.246399,America/Chicago
37837,K3DW,K3DW,K3DW,37.222705,-93.248348,America/Chicago
37838,K3E0,K3E0,K3E0,35.71390151977539,-100.60299682617188,America/Chicago
37839,K3F2,K3F2,,32.415038,-98.996944,America/Chicago
37840,K3F3,K3F3,K3F3,32.0735015869,-93.7655029297,America/Chicago
37841,K3F4,K3F4,K3F4,32.861301,-94.010201,America/Chicago
37842,K3F6,K3F6,,34.027599,-100.281998,America/Chicago
37843,K3F7,K3F7,K3F7,35.80690002441406,-96.4218978881836,America/Chicago
37844,K3F9,K3F9,K3F9,32.676701,-95.510803,America/Chicago
37845,K3FU,K3FU,3FU,45.030343,-99.112592,America/Chicago
37846,K3G1,K3G1,K3G1,42.044242,-79.85389,America/New_York
37847,K3G2,K3G2,3G2,48.293379,-95.626145,America/Chicago
37848,K3G3,K3G3,K3G3,41.003101,-81.7565,America/New_York
37849,K3G4,K3G4,3G4,40.903,-82.2556,America/New_York
37850,K3G5,K3G5,,39.443698,-79.675231,America/New_York
37851,K3G6,K3G6,K3G6,40.905998,-81.0,America/New_York
37852,K3GM,K3GM,K3GM,43.034,-86.198196,America/Detroit
37853,K3GV,K3GV,K3GV,39.015149,-94.215252,America/Chicago
37854,K3H4,K3H4,K3H4,47.359402,-97.060402,America/Chicago
37855,K3HO,K3HO,K3HO,41.55419921875,-87.26249694824219,America/Chicago
37856,K3I2,K3I2,K3I2,38.9146,-82.098602,America/New_York
37857,K3I3,K3I3,K3I3,39.547223,-87.378623,America/Indiana/Indianapolis
37858,K3I4,K3I4,K3I4,38.258351,-80.650783,America/New_York
37859,K3I7,K3I7,,39.913305,-84.400398,America/New_York
37860,K3J0,K3J0,,32.8665,-81.081001,America/New_York
37861,K3J1,K3J1,K3J1,32.492699,-80.992302,America/New_York
37862,K3J7,K3J7,KCPP,33.598008,-83.138158,America/New_York
37863,K3JC,K3JC,K3JC,39.044452,-96.844566,America/Chicago
37864,K3K3,K3K3,K3K3,37.997113,-101.748218,America/Denver
37865,K3K4,K3K4,K3K4,37.307608,-100.476314,America/Chicago
37866,K3K6,K3K6,IL48,38.732899,-89.806602,America/Chicago
37867,K3K7,K3K7,,38.457001,-101.352997,America/Chicago
37868,K3K8,K3K8,K3K8,37.22809982299805,-99.33090209960938,America/Chicago
37869,K3L2,K3L2,K3L2,35.7952995300293,-115.6269989013672,America/Los_Angeles
37870,K3LF,K3LF,,39.162498,-89.674599,America/Chicago
37871,K3M2,K3M2,,34.14427,-87.327754,America/Chicago
37872,K3M7,K3M7,K3M7,36.518398,-86.058296,America/Chicago
37873,K3M8,K3M8,K3M8,33.386799,-88.006599,America/Chicago
37874,K3M9,K3M9,K3M9,33.560398,-92.085403,America/Chicago
37875,K3MY,K3MY,K3MY,40.7953,-89.613403,America/Chicago
37876,K3N6,K3N6,K3N6,40.329899,-74.346802,America/New_York
37877,K3O1,K3O1,K3O1,37.26269912719727,-120.96299743652344,America/Los_Angeles
37878,K3O3,K3O3,,34.984501,-97.382797,America/Chicago
37879,K3O4,K3O4,K3O4,35.167598724365234,-99.65789794921876,America/Chicago
37880,K3O9,K3O9,3O9,36.577598571777,-94.86190032959,America/Chicago
37881,K3P3,K3P3,K3P3,46.35969924926758,-102.322998046875,America/Denver
37882,K3R2,K3R2,K3R2,30.161603,-92.481744,America/Chicago
37883,K3R4,K3R4,K3R4,31.54490089,-93.4865036,America/Chicago
37884,K3R7,K3R7,K3R7,30.242700576782227,-92.67340087890624,America/Chicago
37885,K3R9,K3R9,K3R9,30.3575,-97.994499,America/Chicago
37886,K3RC,K3RC,K3RC,44.474998,-84.566704,America/Detroit
37887,K3S4,K3S4,3S4,42.1036987305,-123.681999207,America/Los_Angeles
37888,K3S8,K3S8,,42.510101,-123.388,America/Los_Angeles
37889,K3S9,K3S9,K3S9,45.24660110473633,-120.16600036621094,America/Los_Angeles
37890,K3T3,K3T3,3T3,45.043999,-92.020401,America/Chicago
37891,K3T5,K3T5,,29.908001,-96.949997,America/Chicago
37892,K3TR,K3TR,3TR,41.835899353027,-86.225196838379,America/Detroit
37893,K3U3,K3U3,K3U3,46.153099,-112.867996,America/Denver
37894,K3U4,K3U4,K3U4,45.606617,-106.27445,America/Denver
37895,K3U7,K3U7,,47.480951,-112.870907,America/Denver
37896,K3U8,K3U8,K3U8,48.163204,-110.115709,America/Denver
37897,K3V0,K3V0,3V0,43.724998,-103.349998,America/Denver
37898,K3W7,K3W7,3W7,47.922000885,-119.083000183,America/Los_Angeles
37899,K3W8,K3W8,K3W8,45.800523,-99.643968,America/Chicago
37900,K3Y2,K3Y2,K3Y2,42.98509979248047,-91.79060363769533,America/Chicago
37901,K3Y3,K3Y3,3Y3,41.362801,-94.021103,America/Chicago
37902,K40,K40,K40,62.65620040893555,-160.2050018310547,America/Anchorage
37903,K40G,K40G,40G,35.65060043335,-112.14800262451,America/Phoenix
37904,K40J,K40J,KFPY,30.0693,-83.580597,America/New_York
37905,K40U,K40U,K40U,40.98609924316406,-109.6780014038086,America/Denver
37906,K41F,K41F,K41F,34.00230026,-101.3300018,America/Chicago
37907,K41N,K41N,,41.212023,-80.970183,America/New_York
37908,K41U,K41U,41U,39.32910156,-111.6149979,America/Denver
37909,K42A,K42A,K42A,36.070999,-91.830101,America/Chicago
37910,K42I,K42I,K42I,40.00699996948242,-82.01239776611328,America/New_York
37911,K42J,K42J,,29.8447,-82.047501,America/New_York
37912,K42M,K42M,K42M,36.522301,-91.571999,America/Chicago
37913,K42U,K42U,K42U,41.1488,-111.766998,America/Denver
37914,K42V,K42V,42V,40.057999,-101.546997,America/Denver
37915,K43,K43,K43,40.540199,-93.025497,America/Chicago
37916,K43A,K43A,,35.384097,-79.790546,America/New_York
37917,K43B,K43B,K43B,44.726398,-67.9907,America/New_York
37918,K43D,K43D,K43D,47.347599029541016,-118.677001953125,America/Los_Angeles
37919,K44C,K44C,K44C,42.497799,-88.967598,America/Chicago
37920,K44N,K44N,44N,41.707401,-73.737999,America/New_York
37921,K44U,K44U,44U,39.0290985107,-111.837997437,America/Denver
37922,K45G,K45G,K45G,42.569801,-83.778503,America/Detroit
37923,K45K,K45K,K45K,39.09469985961914,-97.72059631347656,America/Chicago
37924,K45R,K45R,K45R,30.336299896240234,-94.25749969482422,America/Chicago
37925,K46D,K46D,K46D,47.451099,-99.1511,America/Chicago
37926,K46U,K46U,46U,43.181876,-111.038657,America/Denver
37927,K47A,K47A,KCNI,34.3106,-84.423897,America/New_York
37928,K47K,K47K,K47K,38.20909881591797,-97.50270080566406,America/Chicago
37929,K47N,K47N,47N,40.5243988037,-74.59839630130001,America/New_York
37930,K47V,K47V,47V,40.639987,-100.474547,America/Chicago
37931,K48A,K48A,K48A,32.3993988,-83.27590179,America/New_York
37932,K48D,K48D,K48D,43.834499,-84.740196,America/Detroit
37933,K48I,K48I,K48I,38.68700027,-80.65180206,America/New_York
37934,K48K,K48K,48K,38.473324,-99.909324,America/Chicago
37935,K48S,K48S,K48S,48.566101,-108.773003,America/Denver
37936,K49A,K49A,K49A,34.627899169921875,-84.52490234375,America/New_York
37937,K49B,K49B,K49B,44.417999,-103.375,America/Denver
37938,K49R,K49R,K49R,29.745500564575195,-99.76090240478516,America/Chicago
37939,K49X,K49X,K49X,34.528805,-114.431999,America/Los_Angeles
37940,K4A0,K4A0,7GA7,33.535567,-84.179081,America/New_York
37941,K4A4,K4A4,K4A4,34.018699646,-85.1464996338,America/New_York
37942,K4A5,K4A5,K4A5,35.896999,-92.658997,America/Chicago
37943,K4A6,K4A6,K4A6,34.688702,-86.005898,America/Chicago
37944,K4A7,K4A7,KHMP,33.389876,-84.331011,America/New_York
37945,K4A9,K4A9,K4A9,34.473701,-85.721397,America/Chicago
37946,K4B6,K4B6,K4B6,43.8773,-73.413101,America/New_York
37947,K4B7,K4B7,,43.857886,-73.740577,America/New_York
37948,K4B8,K4B8,K4B8,41.69039916992188,-72.86479949951172,America/New_York
37949,K4C8,K4C8,K4C8,40.996128,-92.765594,America/Chicago
37950,K4D0,K4D0,K4D0,42.775202,-84.736378,America/Detroit
37951,K4E7,K4E7,4E7,46.015978,-98.515319,America/Chicago
37952,K4F2,K4F2,,32.176102,-94.298798,America/Chicago
37953,K4F7,K4F7,K4F7,33.80390167236328,-93.36219787597656,America/Chicago
37954,K4F8,K4F8,K4F8,33.443403,-93.054242,America/Chicago
37955,K4F9,K4F9,K4F9,46.347285,-98.281533,America/Chicago
37956,K4G4,K4G4,,40.9618,-80.677299,America/New_York
37957,K4G5,K4G5,K4G5,39.778999,-81.102798,America/New_York
37958,K4G6,K4G6,KHTF,42.382139,-77.68211,America/New_York
37959,K4G8,K4G8,K4G8,41.318802,-81.960197,America/New_York
37960,K4I3,K4I3,K4I3,40.328701,-82.523804,America/New_York
37961,K4I7,K4I7,KGPC,39.632596,-86.813793,America/Indiana/Indianapolis
